id_pedido,id_cliente,id_restaurante,id_entregador,distancia_km,valor_pedido,clima,horario_pico,tempo_entrega_min,tempo_prometido_min,atrasado,minutos_atraso,avaliacao
1370,46,22,12,8.57,49.05,Nublado,0,65,60,1,5,4.3
1371,181,28,27,2.35,35.04,Chuvoso,0,59,42,1,17,2.7
1372,95,17,8,4.39,23.44,Nublado,0,46,48,0,0,4.9
1373,99,18,25,1.17,49.83,Ensolarado,0,37,38,0,0,4.9
1374,188,6,46,7.56,180.35,Nublado,0,66,57,1,9,3.9
1375,116,19,4,5.22,63.48,Ensolarado,0,60,50,1,10,3.5
1376,191,4,33,9.38,83.77,Nublado,1,88,63,1,25,1.7
1377,160,1,1,5.16,38.96,Ensolarado,0,58,50,1,8,3.7
1378,161,8,19,5.2,60.03,Ensolarado,0,62,50,1,12,3.5
1379,67,29,31,11.4,113.46,Nublado,1,85,69,1,16,2.7
1380,128,23,16,1.67,129.4,Ensolarado,0,55,40,1,15,2.9
1381,18,7,14,13.64,64.16,Ensolarado,1,87,75,1,12,3.2
1382,25,3,48,12.93,30.39,Chuvoso,0,83,73,1,10,3.6
1383,54,10,5,10.35,90.39,Ensolarado,0,64,66,0,0,4.8
1384,58,10,41,9.31,62.16,Ensolarado,0,71,62,1,9,3.6
1385,67,19,26,13.49,59.52,Ensolarado,1,84,75,1,9,3.9
1386,104,14,28,3.59,192.78,Nublado,1,64,45,1,19,2.5
1387,174,2,2,2.11,130.93,Nublado,0,53,41,1,12,3.2
1388,24,28,6,4.35,120.24,Ensolarado,0,38,48,0,0,4.7
1389,114,1,9,12.12,94.84,Nublado,1,77,71,1,6,3.9
1390,32,23,33,1.49,97.21,Ensolarado,0,49,39,1,10,3.5
1391,175,23,41,9.16,117.36,Nublado,0,60,62,0,0,4.9
1392,86,28,25,14.94,145.36,Ensolarado,1,86,79,1,7,4.2
1393,151,18,48,12.98,146.39,Ensolarado,1,95,73,1,22,2.2
1394,194,7,13,8.3,50.9,Chuvoso,0,91,59,1,32,1.0
1395,127,29,9,1.89,110.02,Ensolarado,1,63,40,1,23,2.1
1396,155,8,13,12.64,94.15,Ensolarado,1,81,72,1,9,3.9
1397,130,1,31,9.39,176.69,Ensolarado,0,58,63,0,0,4.8
1398,17,25,41,2.61,133.66,Chuvoso,0,49,42,1,7,3.9
1399,104,23,11,2.31,115.85,Ensolarado,0,33,41,0,0,4.6
1400,161,3,4,13.73,40.77,Ensolarado,1,80,76,1,4,4.2
1401,137,24,34,10.37,129.01,Ensolarado,1,85,66,1,19,2.4
1402,43,23,38,12.61,41.1,Ensolarado,0,71,72,0,0,4.8
1403,176,27,46,13.31,80.7,Ensolarado,1,89,74,1,15,2.8
1404,39,29,4,9.0,45.71,Nublado,0,66,62,1,4,4.3
1405,170,8,38,8.24,144.57,Chuvoso,0,67,59,1,8,3.7
1406,26,22,19,7.03,57.13,Ensolarado,0,46,56,0,0,4.6
1407,99,25,6,5.44,90.53,Ensolarado,0,53,51,1,2,4.4
1408,50,15,34,7.08,181.22,Ensolarado,1,78,56,1,22,2.2
1409,153,5,18,11.83,56.78,Ensolarado,0,64,70,0,0,5.0
1410,152,3,13,9.43,111.4,Chuvoso,1,97,63,1,34,1.0
1411,13,19,41,13.5,95.47,Ensolarado,0,74,75,0,0,5.0
1412,60,1,23,7.21,23.26,Ensolarado,0,70,56,1,14,3.3
1413,135,28,19,9.5,162.7,Nublado,1,76,63,1,13,3.4
1414,57,15,45,9.84,32.43,Ensolarado,0,55,64,0,0,4.9
1415,36,8,11,9.28,105.37,Nublado,0,75,62,1,13,3.2
1416,173,2,1,10.84,120.92,Ensolarado,0,54,67,0,0,4.7
1417,20,3,24,4.32,133.12,Nublado,1,61,47,1,14,3.2
1418,65,24,7,8.17,143.95,Chuvoso,0,60,59,1,1,4.6
1419,8,14,25,2.46,65.59,Nublado,0,41,42,0,0,4.7
1420,144,24,21,6.38,21.8,Chuvoso,0,59,54,1,5,4.2
1421,142,14,15,7.83,150.22,Ensolarado,0,56,58,0,0,4.6
1422,115,11,1,10.13,116.42,Ensolarado,1,80,65,1,15,3.2
1423,143,16,12,14.31,170.5,Nublado,0,88,77,1,11,3.6
1424,92,4,7,9.41,167.85,Ensolarado,0,61,63,0,0,4.8
1425,98,20,15,11.41,171.8,Ensolarado,0,62,69,0,0,4.9
1426,66,5,21,8.09,107.32,Ensolarado,0,68,59,1,9,3.7
1427,32,22,19,9.88,80.05,Ensolarado,1,76,64,1,12,3.4
1428,191,21,29,1.99,162.48,Ensolarado,0,44,40,1,4,4.4
1429,86,14,25,4.56,101.23,Ensolarado,1,59,48,1,11,3.6
1430,51,23,33,6.07,53.02,Nublado,0,49,53,0,0,4.9
1431,153,16,49,7.61,173.9,Ensolarado,0,57,57,0,0,4.8
1432,186,18,32,1.64,178.86,Ensolarado,1,39,39,0,0,4.8
1433,63,7,49,2.96,103.94,Ensolarado,0,47,43,1,4,4.5
1434,190,10,35,4.88,33.63,Ensolarado,1,61,49,1,12,3.5
1435,125,7,44,14.6,89.81,Chuvoso,1,97,78,1,19,2.7
1436,150,1,38,5.64,164.64,Ensolarado,0,53,51,1,2,4.8
1437,58,23,26,7.75,182.32,Ensolarado,0,63,58,1,5,4.0
1438,58,21,11,3.75,56.63,Nublado,1,68,46,1,22,2.3
1439,86,19,35,9.55,32.06,Ensolarado,0,69,63,1,6,4.0
1440,49,16,8,4.93,177.92,Ensolarado,0,56,49,1,7,3.8
1441,180,29,46,3.9,90.09,Ensolarado,0,42,46,0,0,5.0
1442,170,19,14,8.23,117.52,Chuvoso,0,74,59,1,15,3.0
1443,70,4,10,1.08,194.25,Ensolarado,1,52,38,1,14,2.9
1444,15,29,2,1.11,31.98,Ensolarado,0,34,38,0,0,4.7
1445,54,28,46,4.07,136.7,Ensolarado,0,39,47,0,0,4.8
1446,188,18,9,1.51,33.34,Ensolarado,1,46,39,1,7,3.9
1447,101,2,3,2.51,87.58,Ensolarado,0,38,42,0,0,4.7
1448,8,1,21,5.74,164.69,Ensolarado,0,42,52,0,0,4.9
1449,53,15,26,12.24,98.03,Ensolarado,1,92,71,1,21,2.1
1450,60,5,8,9.01,199.49,Chuvoso,0,66,62,1,4,4.3
1451,108,20,48,8.18,120.63,Nublado,1,82,59,1,23,2.0
1452,5,11,2,5.11,77.81,Ensolarado,1,64,50,1,14,2.9
1453,103,10,6,14.04,59.62,Nublado,0,89,77,1,12,3.2
1454,196,2,28,6.56,83.09,Ensolarado,0,40,54,0,0,4.9
1455,6,3,29,2.22,87.06,Ensolarado,0,35,41,0,0,5.0
1456,109,23,26,9.64,32.37,Nublado,0,63,63,0,0,4.7
1457,116,23,25,2.59,86.52,Nublado,1,52,42,1,10,3.5
1458,94,12,12,5.83,103.56,Nublado,1,64,52,1,12,3.3
1459,47,20,5,8.1,150.09,Ensolarado,0,51,59,0,0,4.6
1460,99,5,34,13.24,138.21,Chuvoso,1,106,74,1,32,1.0
1461,55,5,48,7.91,147.58,Ensolarado,1,84,58,1,26,1.7
1462,168,6,37,10.83,21.51,Chuvoso,1,92,67,1,25,2.0
1463,52,9,15,14.9,59.18,Chuvoso,0,98,79,1,19,2.5
1464,144,2,44,2.84,139.1,Ensolarado,0,36,43,0,0,4.7
1465,13,21,36,4.85,107.12,Nublado,0,59,49,1,10,3.6
1466,114,12,15,6.52,20.96,Ensolarado,1,63,54,1,9,3.7
1467,124,3,43,6.91,164.81,Ensolarado,0,65,55,1,10,3.6
1468,106,20,48,6.75,159.11,Ensolarado,0,50,55,0,0,4.9
1469,158,26,23,13.71,118.72,Ensolarado,0,71,76,0,0,4.9
1470,147,22,6,11.0,31.96,Chuvoso,0,79,68,1,11,3.5
1471,145,12,46,9.51,157.97,Nublado,0,54,63,0,0,4.9
1472,120,24,44,5.33,125.07,Ensolarado,1,61,50,1,11,3.5
1473,63,17,43,12.53,160.75,Nublado,0,85,72,1,13,3.3
1474,19,10,45,14.37,155.31,Chuvoso,0,89,78,1,11,3.4
1475,92,24,21,12.5,164.54,Ensolarado,0,74,72,1,2,4.7
1476,58,27,23,1.02,113.24,Chuvoso,0,57,38,1,19,2.4
1477,183,14,43,9.91,45.26,Ensolarado,0,68,64,1,4,4.3
1478,90,23,16,1.72,140.81,Nublado,0,45,40,1,5,4.1
1479,117,17,47,4.61,131.69,Ensolarado,0,45,48,0,0,4.7
1480,62,18,15,1.83,153.61,Ensolarado,0,30,40,0,0,4.9
1481,23,19,25,9.45,50.58,Ensolarado,0,63,63,0,0,4.8
1482,127,17,36,10.61,55.1,Nublado,0,67,66,1,1,4.5
1483,137,14,11,2.6,180.27,Ensolarado,1,58,42,1,16,2.8
1484,140,9,15,6.37,155.0,Ensolarado,1,54,54,0,0,4.6
1485,129,8,4,7.39,183.48,Ensolarado,0,62,57,1,5,4.1
1486,58,2,21,6.17,156.57,Chuvoso,0,74,53,1,21,2.4
1487,122,13,13,2.69,127.49,Ensolarado,1,53,43,1,10,3.8
1488,1,25,22,6.87,137.74,Ensolarado,0,64,55,1,9,3.7
1489,34,7,19,11.52,180.04,Ensolarado,1,90,69,1,21,2.3
1490,96,9,34,1.99,124.19,Ensolarado,1,60,40,1,20,2.5
1491,126,22,14,2.12,133.83,Nublado,0,36,41,0,0,4.7
1492,118,22,4,5.97,48.17,Nublado,0,65,52,1,13,3.3
1493,48,11,48,14.18,105.31,Ensolarado,1,91,77,1,14,3.2
1494,89,14,46,10.36,148.95,Ensolarado,0,67,66,1,1,4.5
1495,117,4,27,10.5,68.77,Nublado,0,81,66,1,15,2.9
1496,129,26,29,6.07,56.41,Ensolarado,0,53,53,0,0,4.9
1497,16,26,47,9.31,76.49,Nublado,0,72,62,1,10,3.5
1498,189,29,28,1.14,63.47,Nublado,1,64,38,1,26,1.5
1499,192,13,35,9.91,58.68,Nublado,1,72,64,1,8,3.9
1500,191,2,8,13.79,96.47,Ensolarado,1,97,76,1,21,2.5
1501,69,23,16,9.58,183.41,Ensolarado,0,63,63,0,0,5.0
1502,22,5,42,13.23,111.27,Chuvoso,0,90,74,1,16,2.9
1503,93,11,36,11.14,53.83,Ensolarado,0,73,68,1,5,4.3
1504,195,6,30,2.69,33.85,Nublado,0,36,43,0,0,4.6
1505,76,18,18,13.63,145.31,Ensolarado,0,83,75,1,8,3.7
1506,154,21,2,1.93,88.9,Nublado,1,64,40,1,24,1.8
1507,144,10,49,8.48,167.93,Ensolarado,1,75,60,1,15,2.8
1508,179,4,13,2.99,138.71,Ensolarado,0,54,43,1,11,3.3
1509,86,9,4,1.16,163.32,Ensolarado,1,36,38,0,0,4.9
1510,185,6,26,6.91,68.95,Nublado,0,64,55,1,9,3.9
1511,29,2,25,5.13,144.62,Nublado,0,60,50,1,10,3.5
1512,69,17,30,7.8,67.53,Ensolarado,1,77,58,1,19,2.6
1513,47,5,11,9.08,189.03,Ensolarado,0,50,62,0,0,4.8
1514,94,25,7,1.61,134.55,Nublado,1,51,39,1,12,3.3
1515,190,6,31,2.72,78.41,Ensolarado,1,56,43,1,13,3.1
1516,197,26,44,8.82,68.51,Ensolarado,0,66,61,1,5,4.2
1517,144,12,10,5.8,54.37,Ensolarado,1,66,52,1,14,3.0
1518,176,23,39,11.21,145.04,Ensolarado,0,68,68,0,0,4.9
1519,85,21,13,10.13,59.37,Ensolarado,0,51,65,0,0,4.7
1520,39,10,31,12.84,127.15,Ensolarado,0,72,73,0,0,5.0
1521,100,22,7,10.69,67.63,Ensolarado,0,64,67,0,0,4.7
1522,33,21,49,7.02,139.15,Ensolarado,1,71,56,1,15,3.2
1523,101,27,42,10.42,166.69,Ensolarado,0,58,66,0,0,4.7
1524,23,25,42,4.86,160.04,Ensolarado,1,65,49,1,16,3.1
1525,10,6,36,5.29,156.95,Ensolarado,0,42,50,0,0,4.9
1526,69,27,20,12.05,53.79,Nublado,0,70,71,0,0,4.8
1527,100,8,4,7.25,35.91,Ensolarado,1,67,56,1,11,3.5
1528,34,2,7,12.18,145.81,Ensolarado,0,63,71,0,0,4.9
1529,180,12,1,12.51,86.3,Ensolarado,0,67,72,0,0,4.9
1530,138,13,44,13.01,97.82,Ensolarado,0,73,74,0,0,4.7
1531,147,25,45,13.83,25.61,Ensolarado,0,63,76,0,0,4.7
1532,186,21,42,7.03,66.72,Ensolarado,0,49,56,0,0,5.0
1533,96,7,47,5.46,26.06,Chuvoso,1,81,51,1,30,1.1
1534,1,10,13,9.15,178.25,Ensolarado,0,60,62,0,0,5.0
1535,69,13,22,6.2,63.81,Chuvoso,0,59,53,1,6,4.1
1536,4,17,21,9.42,120.32,Ensolarado,1,85,63,1,22,2.3
1537,16,26,22,10.88,27.02,Ensolarado,0,63,67,0,0,4.8
1538,24,21,28,10.64,140.03,Ensolarado,1,77,66,1,11,3.6
1539,80,28,9,6.24,78.14,Ensolarado,0,52,53,0,0,4.6
1540,2,26,26,3.34,181.63,Ensolarado,0,43,45,0,0,4.9
1541,128,14,9,7.03,179.86,Nublado,1,77,56,1,21,2.4
1542,160,2,15,3.0,78.55,Ensolarado,0,37,44,0,0,4.9
1543,84,28,10,13.46,182.17,Chuvoso,1,105,75,1,30,1.0
1544,152,22,24,5.84,199.31,Nublado,0,61,52,1,9,3.7
1545,140,11,42,3.16,168.57,Ensolarado,0,29,44,0,0,4.7
1546,178,1,8,1.36,172.08,Ensolarado,0,34,39,0,0,4.6
1547,163,19,24,10.04,64.82,Ensolarado,0,56,65,0,0,4.6
1548,124,21,16,9.92,123.81,Ensolarado,1,84,64,1,20,2.3
1549,33,4,49,5.77,32.11,Ensolarado,0,49,52,0,0,4.9
1550,161,19,26,2.0,37.09,Ensolarado,1,56,41,1,15,2.9
1551,189,26,27,6.73,199.8,Ensolarado,1,59,55,1,4,4.4
1552,179,29,37,5.36,78.8,Ensolarado,0,46,51,0,0,4.7
1553,171,21,4,10.48,154.67,Chuvoso,0,65,66,0,0,4.7
1554,101,11,24,9.48,165.2,Nublado,1,88,63,1,25,1.7
1555,12,8,19,6.1,174.44,Chuvoso,1,69,53,1,16,2.9
1556,67,11,36,4.05,199.57,Ensolarado,0,48,47,1,1,4.6
1557,65,4,39,14.83,63.47,Ensolarado,0,85,79,1,6,3.9
1558,161,17,10,7.36,27.26,Ensolarado,0,62,57,1,5,4.4
1559,168,27,25,10.64,94.01,Ensolarado,1,65,66,0,0,4.9
1560,74,7,18,2.97,43.41,Ensolarado,0,44,43,1,1,4.6
1561,43,8,19,7.8,24.04,Nublado,1,70,58,1,12,3.2
1562,44,3,36,1.39,84.88,Nublado,0,51,39,1,12,3.5
1563,29,22,10,8.08,161.07,Ensolarado,0,65,59,1,6,4.3
1564,141,2,33,14.5,121.91,Ensolarado,0,83,78,1,5,4.4
1565,12,23,5,6.38,76.3,Ensolarado,0,52,54,0,0,5.0
1566,95,15,47,1.55,137.78,Ensolarado,0,40,39,1,1,4.5
1567,46,24,49,1.43,61.76,Ensolarado,0,33,39,0,0,4.7
1568,130,22,35,6.43,22.59,Ensolarado,0,49,54,0,0,4.7
1569,35,22,44,3.24,157.58,Ensolarado,0,55,44,1,11,3.5
1570,81,5,34,1.33,132.27,Chuvoso,0,53,38,1,15,2.9
1571,90,24,33,11.59,157.21,Ensolarado,1,82,69,1,13,3.4
1572,8,1,21,7.42,27.01,Nublado,0,67,57,1,10,3.6
1573,93,26,17,5.05,170.68,Ensolarado,0,47,50,0,0,4.8
1574,154,4,22,13.6,131.51,Ensolarado,0,75,75,0,0,5.0
1575,90,15,48,2.63,121.41,Ensolarado,1,41,42,0,0,4.8
1576,162,20,37,14.38,132.43,Ensolarado,0,86,78,1,8,3.9
1577,115,19,15,5.4,175.6,Ensolarado,1,60,51,1,9,3.9
1578,105,3,35,13.44,125.65,Nublado,1,99,75,1,24,2.1
1579,135,20,28,9.44,124.57,Nublado,1,72,63,1,9,3.6
1580,196,11,7,12.57,198.32,Ensolarado,0,63,72,0,0,5.0
1581,58,17,32,14.78,156.21,Ensolarado,1,95,79,1,16,2.7
1582,114,27,11,5.04,99.61,Chuvoso,0,84,50,1,34,1.0
1583,75,13,10,14.46,147.33,Ensolarado,0,75,78,0,0,4.7
1584,157,11,9,6.45,90.06,Ensolarado,1,64,54,1,10,3.4
1585,120,2,14,6.4,61.2,Ensolarado,0,36,54,0,0,4.6
1586,164,9,13,5.77,127.43,Nublado,1,71,52,1,19,2.4
1587,21,26,25,8.58,187.07,Chuvoso,0,70,60,1,10,3.7
1588,164,2,2,3.16,187.25,Ensolarado,1,51,44,1,7,4.0
1589,138,21,35,8.75,81.54,Chuvoso,0,78,61,1,17,2.8
1590,101,9,7,8.58,114.98,Nublado,0,62,60,1,2,4.7
1591,152,9,21,11.67,58.09,Ensolarado,0,74,70,1,4,4.5
1592,192,8,18,12.67,199.21,Ensolarado,1,84,73,1,11,3.3
1593,177,17,3,7.17,196.6,Ensolarado,0,47,56,0,0,4.8
1594,99,1,42,5.23,136.91,Chuvoso,0,71,50,1,21,2.2
1595,36,25,39,4.63,164.79,Ensolarado,0,47,48,0,0,4.6
1596,96,29,41,3.72,148.72,Nublado,1,65,46,1,19,2.5
1597,152,11,49,1.81,126.77,Ensolarado,0,33,40,0,0,4.7
1598,151,8,11,5.79,29.6,Nublado,0,58,52,1,6,4.0
1599,190,10,39,4.78,101.86,Ensolarado,0,52,49,1,3,4.6
1600,37,25,24,14.53,141.46,Ensolarado,0,94,78,1,16,2.9
1601,12,7,46,8.81,141.96,Nublado,0,65,61,1,4,4.1
1602,113,3,19,5.86,87.16,Nublado,0,52,52,0,0,4.6
1603,183,3,4,9.13,189.5,Chuvoso,1,86,62,1,24,1.8
1604,13,18,26,2.95,50.12,Ensolarado,0,42,43,0,0,4.8
1605,23,5,38,7.22,110.06,Nublado,0,65,56,1,9,3.6
1606,99,12,42,9.77,144.36,Ensolarado,0,69,64,1,5,4.4
1607,105,12,32,7.84,145.48,Ensolarado,1,76,58,1,18,2.8
1608,30,19,39,6.62,136.76,Ensolarado,1,71,54,1,17,2.8
1609,17,6,45,14.91,69.55,Ensolarado,1,83,79,1,4,4.3
1610,113,2,46,13.32,48.12,Ensolarado,0,76,74,1,2,4.7
1611,62,12,36,9.73,134.47,Chuvoso,0,84,64,1,20,2.5
1612,84,19,40,8.97,127.87,Ensolarado,0,59,61,0,0,4.9
1613,112,5,37,9.69,52.28,Nublado,0,63,64,0,0,4.8
1614,86,12,33,3.82,146.93,Ensolarado,0,38,46,0,0,4.7
1615,141,27,36,6.53,101.93,Ensolarado,1,57,54,1,3,4.4
1616,187,27,3,1.55,140.2,Ensolarado,1,54,39,1,15,3.2
1617,19,17,9,7.66,170.73,Chuvoso,1,76,57,1,19,2.5
1618,177,29,8,8.6,50.55,Chuvoso,0,81,60,1,21,2.2
1619,100,17,33,4.19,23.45,Chuvoso,1,83,47,1,36,1.0
1620,140,10,6,14.5,160.24,Chuvoso,0,96,78,1,18,2.7
1621,189,25,41,13.73,129.75,Ensolarado,0,75,76,0,0,4.8
1622,147,23,39,11.11,145.94,Ensolarado,1,71,68,1,3,4.3
1623,76,17,4,8.47,170.87,Nublado,0,75,60,1,15,3.2
1624,9,15,13,13.18,164.51,Ensolarado,0,83,74,1,9,3.8
1625,199,12,49,2.83,192.97,Ensolarado,0,43,43,0,0,4.8
1626,28,16,2,12.07,116.47,Ensolarado,1,83,71,1,12,3.3
1627,128,24,5,2.75,107.93,Ensolarado,1,46,43,1,3,4.6
1628,52,19,44,12.12,92.34,Ensolarado,0,68,71,0,0,4.9
1629,83,8,27,4.86,47.66,Ensolarado,1,58,49,1,9,3.8
1630,111,21,32,13.28,123.07,Ensolarado,0,74,74,0,0,4.6
1631,144,17,21,14.22,69.86,Ensolarado,0,68,77,0,0,4.7
1632,117,23,8,3.08,185.84,Ensolarado,1,50,44,1,6,4.0
1633,69,5,38,7.48,124.97,Ensolarado,1,74,57,1,17,2.6
1634,99,22,8,14.73,126.71,Nublado,1,91,79,1,12,3.5
1635,140,16,3,7.77,83.89,Ensolarado,0,59,58,1,1,4.5
1636,25,6,44,13.09,29.36,Ensolarado,1,86,74,1,12,3.3
1637,180,8,3,9.24,25.71,Nublado,1,71,62,1,9,3.8
1638,123,25,22,6.25,96.2,Ensolarado,1,63,53,1,10,3.5
1639,53,18,6,5.0,35.22,Ensolarado,0,52,50,1,2,4.4
1640,151,25,2,3.85,129.23,Nublado,1,56,46,1,10,3.5
1641,144,12,23,11.67,178.58,Ensolarado,0,71,70,1,1,4.8
1642,57,15,44,6.41,178.92,Nublado,0,63,54,1,9,3.5
1643,39,27,2,8.16,138.63,Nublado,0,57,59,0,0,4.6
1644,109,26,38,7.89,58.02,Nublado,0,64,58,1,6,4.1
1645,181,9,17,9.08,175.34,Ensolarado,0,70,62,1,8,4.0
1646,42,13,35,13.12,179.5,Ensolarado,1,93,74,1,19,2.7
1647,186,26,34,14.73,55.4,Ensolarado,0,74,79,0,0,4.6
1648,167,15,23,6.71,152.74,Ensolarado,1,68,55,1,13,3.2
1649,142,10,30,12.59,71.57,Ensolarado,0,64,72,0,0,4.9
1650,122,16,8,11.7,164.48,Ensolarado,0,73,70,1,3,4.5
1651,133,7,22,9.03,199.5,Ensolarado,0,65,62,1,3,4.5
1652,163,17,44,14.38,25.4,Ensolarado,0,79,78,1,1,4.6
1653,75,23,36,3.81,181.53,Ensolarado,0,39,46,0,0,4.8
1654,146,26,5,2.53,132.07,Ensolarado,0,42,42,0,0,4.6
1655,76,21,13,12.96,195.21,Nublado,0,77,73,1,4,4.2
1656,9,22,29,7.15,103.7,Ensolarado,0,61,56,1,5,4.1
1657,74,26,31,12.86,172.53,Ensolarado,0,80,73,1,7,4.0
1658,186,7,47,13.5,31.23,Chuvoso,0,89,75,1,14,3.3
1659,145,14,16,1.87,80.35,Ensolarado,0,45,40,1,5,4.2
1660,7,15,42,13.37,32.06,Ensolarado,1,76,75,1,1,4.8
1661,174,21,30,7.28,195.56,Ensolarado,1,75,56,1,19,2.6
1662,141,7,16,8.15,167.06,Nublado,1,75,59,1,16,2.7
1663,168,9,12,9.77,173.46,Ensolarado,0,53,64,0,0,4.8
1664,170,19,17,13.97,188.83,Ensolarado,1,91,76,1,15,3.1
1665,137,16,16,1.27,35.32,Ensolarado,1,50,38,1,12,3.5
1666,178,8,12,7.68,89.41,Chuvoso,1,86,58,1,28,1.5
1667,27,18,8,10.63,32.79,Ensolarado,0,50,66,0,0,4.6
1668,122,27,20,11.12,57.94,Ensolarado,1,83,68,1,15,3.1
1669,194,23,3,10.7,61.29,Chuvoso,1,96,67,1,29,1.4
1670,5,29,16,2.88,104.44,Ensolarado,0,40,43,0,0,4.7
1671,29,18,30,5.19,68.34,Chuvoso,1,69,50,1,19,2.6
1672,165,20,45,6.02,38.18,Ensolarado,0,49,53,0,0,4.9
1673,166,7,23,12.26,50.15,Nublado,0,82,71,1,11,3.6
1674,83,3,28,4.9,46.51,Ensolarado,0,50,49,1,1,4.8
1675,136,18,40,3.95,195.15,Nublado,1,60,46,1,14,3.3
1676,109,27,5,14.4,156.67,Chuvoso,0,103,78,1,25,2.0
1677,65,10,20,1.12,194.2,Ensolarado,0,38,38,0,0,4.7
1678,86,7,40,14.97,99.15,Ensolarado,0,83,79,1,4,4.5
1679,145,17,44,10.48,70.11,Ensolarado,0,68,66,1,2,4.4
1680,71,14,1,12.6,163.69,Ensolarado,0,60,72,0,0,4.7
1681,45,24,30,5.12,78.73,Ensolarado,1,69,50,1,19,2.5
1682,132,3,21,1.2,73.89,Ensolarado,1,55,38,1,17,2.8
1683,36,12,20,11.33,61.85,Ensolarado,0,67,68,0,0,4.9
1684,70,28,6,12.68,43.34,Ensolarado,0,69,73,0,0,4.7
1685,159,13,22,11.37,66.16,Ensolarado,0,71,69,1,2,4.5
1686,19,2,18,3.0,83.96,Nublado,1,63,44,1,19,2.5
1687,189,3,8,11.55,141.32,Ensolarado,0,76,69,1,7,4.2
1688,108,5,39,11.76,31.26,Ensolarado,0,65,70,0,0,4.6
1689,182,11,32,10.22,57.89,Ensolarado,0,62,65,0,0,5.0
1690,167,8,33,11.73,165.62,Ensolarado,1,91,70,1,21,2.3
1691,91,26,16,12.84,46.45,Ensolarado,1,93,73,1,20,2.4
1692,90,23,12,9.59,81.68,Ensolarado,1,86,63,1,23,2.2
1693,19,23,38,2.24,175.64,Ensolarado,1,64,41,1,23,2.0
1694,39,12,34,7.83,47.89,Nublado,0,67,58,1,9,3.6
1695,126,7,14,2.09,34.89,Ensolarado,0,46,41,1,5,4.1
1696,195,15,36,6.71,107.22,Nublado,0,70,55,1,15,2.8
1697,173,24,33,6.7,74.44,Nublado,0,53,55,0,0,4.8
1698,141,17,23,1.92,121.41,Nublado,0,41,40,1,1,4.6
1699,126,4,45,5.88,164.68,Chuvoso,0,62,52,1,10,3.8
1700,58,29,2,2.55,44.69,Ensolarado,0,51,42,1,9,3.7
1701,148,22,41,12.32,124.53,Ensolarado,1,77,71,1,6,4.2
1702,61,25,21,14.27,110.99,Chuvoso,1,110,77,1,33,1.0
1703,127,13,2,2.01,45.93,Ensolarado,1,57,41,1,16,2.9
1704,105,18,27,14.37,132.32,Ensolarado,1,91,78,1,13,3.3
1705,167,1,9,8.32,69.26,Nublado,0,62,59,1,3,4.4
1706,1,16,1,5.19,107.81,Nublado,1,66,50,1,16,2.7
1707,131,13,11,2.08,34.81,Chuvoso,0,57,41,1,16,2.9
1708,92,10,3,8.01,102.73,Chuvoso,1,86,59,1,27,1.4
1709,190,12,23,12.12,75.16,Nublado,0,81,71,1,10,3.5
1710,191,2,26,10.9,168.03,Ensolarado,1,79,67,1,12,3.4
1711,113,23,4,1.7,30.26,Chuvoso,0,45,40,1,5,4.1
1712,153,3,18,2.02,95.35,Ensolarado,0,44,41,1,3,4.6
1713,56,10,6,6.64,102.52,Ensolarado,1,64,54,1,10,3.5
1714,161,2,35,5.13,150.5,Chuvoso,0,55,50,1,5,4.2
1715,166,27,22,4.25,123.37,Ensolarado,1,58,47,1,11,3.3
1716,117,23,43,4.93,140.1,Ensolarado,1,64,49,1,15,2.9
1717,134,13,15,12.25,159.87,Ensolarado,1,90,71,1,19,2.4
1718,58,13,22,14.01,175.2,Chuvoso,1,97,77,1,20,2.3
1719,44,18,37,6.67,76.5,Ensolarado,1,58,55,1,3,4.5
1720,173,3,42,13.69,116.84,Nublado,0,78,76,1,2,4.7
1721,160,27,12,5.5,171.22,Ensolarado,1,53,51,1,2,4.6
1722,173,7,47,7.67,198.1,Nublado,1,86,58,1,28,1.5
1723,61,14,49,4.16,180.11,Nublado,1,63,47,1,16,3.0
1724,47,20,42,9.97,86.86,Ensolarado,0,60,64,0,0,4.6
1725,149,29,38,14.71,55.13,Ensolarado,1,100,79,1,21,2.3
1726,80,17,18,9.45,108.09,Ensolarado,1,78,63,1,15,2.8
1727,118,29,45,6.01,153.5,Chuvoso,1,84,53,1,31,1.0
1728,164,21,35,10.07,108.66,Nublado,0,74,65,1,9,3.7
1729,147,12,30,2.72,106.97,Chuvoso,0,58,43,1,15,2.8
1730,20,25,24,13.44,170.88,Ensolarado,0,81,75,1,6,4.1
1731,185,16,42,8.04,85.05,Nublado,1,74,59,1,15,2.8
1732,146,24,30,7.29,174.76,Nublado,1,75,56,1,19,2.6
1733,47,12,14,9.2,93.22,Nublado,0,63,62,1,1,4.7
1734,49,15,6,9.75,79.08,Chuvoso,0,81,64,1,17,2.8
1735,14,25,3,2.0,101.72,Ensolarado,0,40,41,0,0,4.8
1736,143,10,16,10.56,157.24,Ensolarado,0,73,66,1,7,3.9
1737,159,25,7,4.39,42.68,Nublado,1,68,48,1,20,2.4
1738,1,7,14,11.0,55.36,Nublado,1,96,68,1,28,1.5
1739,117,20,9,12.52,191.26,Ensolarado,0,69,72,0,0,4.6
